"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
58,"blue-collar","divorced","basic.4y","no","yes","no","cellular","nov","thu",63,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
59,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",92,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.085,5076.2,0
33,"admin.","married","high.school","unknown","yes","no","cellular","may","mon",412,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
30,"management","single","university.degree","no","yes","no","cellular","jul","mon",96,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
58,"housemaid","single","professional.course","no","yes","no","cellular","apr","mon",284,1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,0
53,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",355,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.84,4991.6,1
59,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","tue",1197,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
32,"admin.","single","university.degree","no","yes","yes","cellular","aug","wed",72,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
33,"admin.","married","university.degree","no","no","no","telephone","may","wed",55,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
22,"student","single","basic.6y","no","yes","no","cellular","jun","mon",814,1,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,0
44,"management","married","university.degree","no","no","no","telephone","jun","thu",175,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
33,"admin.","married","university.degree","no","no","no","cellular","aug","tue",66,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
32,"blue-collar","married","basic.4y","no","no","no","telephone","nov","tue",194,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
44,"technician","divorced","unknown","no","no","no","telephone","jul","tue",222,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
32,"technician","single","university.degree","no","no","yes","telephone","nov","thu",197,7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
42,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",147,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
26,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","thu",251,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,1
37,"blue-collar","married","basic.6y","unknown","no","yes","telephone","may","fri",574,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
41,"admin.","married","high.school","no","yes","no","cellular","nov","tue",62,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
57,"management","married","university.degree","no","yes","no","telephone","may","tue",379,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
22,"blue-collar","single","basic.6y","unknown","unknown","unknown","telephone","may","tue",270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
59,"services","single","high.school","no","yes","no","cellular","mar","fri",169,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,0
30,"admin.","single","university.degree","no","no","no","telephone","may","tue",266,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
47,"admin.","single","university.degree","no","no","no","cellular","aug","thu",429,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
47,"blue-collar","divorced","basic.9y","no","no","no","cellular","may","thu",16,8,6,2,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
33,"technician","single","professional.course","no","yes","no","cellular","aug","tue",396,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,1
38,"admin.","married","basic.9y","unknown","no","no","telephone","may","thu",192,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
29,"technician","married","professional.course","no","yes","no","telephone","may","wed",192,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
32,"unemployed","married","university.degree","no","no","no","cellular","nov","tue",329,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
57,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","fri",182,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
31,"entrepreneur","single","university.degree","no","yes","yes","cellular","may","thu",204,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
50,"admin.","married","high.school","no","no","no","cellular","nov","tue",87,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
35,"blue-collar","married","university.degree","no","unknown","unknown","cellular","jul","tue",87,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
43,"technician","married","professional.course","no","no","no","telephone","jun","tue",161,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
34,"admin.","single","professional.course","no","no","no","telephone","apr","thu",130,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
24,"services","single","high.school","no","no","no","cellular","apr","tue",450,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,1
38,"technician","married","university.degree","no","yes","yes","cellular","may","wed",121,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
57,"housemaid","married","basic.4y","no","no","no","cellular","aug","wed",1044,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,1
43,"admin.","married","university.degree","no","yes","yes","telephone","jul","tue",377,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
32,"technician","single","professional.course","no","yes","yes","cellular","jul","thu",234,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
51,"services","married","basic.6y","no","no","no","cellular","apr","thu",407,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,1
42,"technician","divorced","professional.course","no","yes","yes","cellular","apr","thu",144,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,0
47,"admin.","married","high.school","unknown","no","yes","telephone","jul","thu",225,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
50,"self-employed","married","basic.9y","unknown","no","no","telephone","jun","wed",139,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
29,"management","single","university.degree","no","no","no","cellular","apr","mon",190,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
30,"admin.","married","university.degree","no","no","no","cellular","apr","wed",520,3,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,0
42,"admin.","married","university.degree","no","no","yes","telephone","may","mon",262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
48,"technician","married","basic.4y","unknown","no","no","cellular","nov","fri",362,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
36,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",245,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
38,"self-employed","married","university.degree","unknown","yes","no","cellular","apr","mon",93,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
33,"admin.","married","university.degree","no","no","no","cellular","jul","tue",2516,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
60,"admin.","married","university.degree","no","no","no","cellular","aug","mon",133,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,0
19,"student","single","basic.9y","unknown","yes","no","cellular","jul","mon",87,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
50,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","fri",82,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
67,"retired","married","university.degree","no","yes","no","telephone","apr","thu",126,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,0
56,"admin.","divorced","basic.6y","unknown","no","no","cellular","jul","mon",70,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
57,"technician","married","high.school","no","yes","no","cellular","may","mon",758,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
29,"technician","married","university.degree","no","no","no","cellular","apr","mon",135,3,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,0
36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jul","thu",264,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
37,"technician","single","high.school","no","yes","no","telephone","apr","thu",77,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,0
54,"technician","married","professional.course","unknown","yes","yes","telephone","jun","tue",76,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
35,"admin.","married","high.school","no","yes","yes","telephone","jun","tue",173,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
28,"services","married","high.school","no","no","no","cellular","jul","tue",262,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
46,"technician","divorced","university.degree","no","no","yes","cellular","jul","fri",165,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
82,"retired","single","basic.4y","no","yes","no","cellular","oct","thu",251,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,1
27,"admin.","single","university.degree","no","yes","no","cellular","may","mon",490,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
32,"technician","married","university.degree","no","yes","no","cellular","aug","mon",151,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
50,"management","married","university.degree","no","no","no","cellular","aug","tue",89,3,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,0
32,"technician","single","university.degree","no","no","no","cellular","nov","tue",77,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
34,"services","divorced","professional.course","unknown","no","no","telephone","jun","mon",466,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
34,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",89,1,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,1
36,"admin.","married","high.school","no","no","no","telephone","may","wed",227,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
34,"unemployed","married","basic.9y","unknown","yes","no","cellular","apr","fri",71,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
30,"admin.","divorced","university.degree","no","no","yes","cellular","nov","tue",198,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
43,"management","married","unknown","unknown","no","no","cellular","apr","thu",177,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
33,"technician","single","basic.9y","no","no","no","cellular","jul","thu",89,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
38,"technician","married","professional.course","no","yes","no","telephone","may","fri",46,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
33,"blue-collar","divorced","unknown","no","no","no","cellular","jun","mon",84,5,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
56,"housemaid","married","high.school","no","yes","yes","telephone","may","mon",290,3,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,0
53,"management","married","university.degree","no","no","no","telephone","aug","fri",74,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
28,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","tue",152,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
57,"retired","married","unknown","unknown","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29,"technician","single","university.degree","no","yes","yes","cellular","may","tue",485,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
32,"technician","single","professional.course","no","no","no","telephone","jul","fri",566,3,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
36,"technician","single","university.degree","no","no","no","cellular","may","wed",307,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
47,"management","divorced","university.degree","no","no","no","telephone","nov","tue",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.343,5195.8,0
33,"blue-collar","single","university.degree","no","yes","yes","cellular","may","wed",389,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
37,"unemployed","unknown","university.degree","no","no","no","cellular","jun","tue",100,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,0
34,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",265,1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,0
60,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
57,"services","married","professional.course","no","yes","no","cellular","aug","wed",160,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
60,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",176,1,999,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,0
38,"admin.","married","high.school","no","yes","no","cellular","may","wed",197,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
72,"retired","married","basic.4y","no","no","no","cellular","sep","fri",230,1,3,2,"success",-3.4,92.379,-29.8,0.803,5017.5,1
74,"retired","married","high.school","no","no","no","cellular","aug","thu",174,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,0
33,"technician","married","university.degree","unknown","no","yes","telephone","may","wed",619,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
58,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","may","wed",173,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
34,"services","married","high.school","no","no","no","cellular","may","wed",251,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
45,"blue-collar","married","basic.4y","no","no","no","cellular","aug","fri",507,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,1
31,"admin.","married","university.degree","no","yes","no","cellular","may","mon",443,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
45,"blue-collar","married","high.school","no","yes","no","cellular","nov","mon",162,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,1
45,"entrepreneur","married","basic.9y","unknown","no","no","telephone","jun","fri",326,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
30,"blue-collar","married","basic.9y","no","yes","no","telephone","nov","thu",25,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
32,"management","single","university.degree","no","yes","no","cellular","may","thu",149,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
49,"self-employed","single","professional.course","unknown","yes","no","telephone","nov","tue",126,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
36,"blue-collar","married","basic.9y","no","no","no","telephone","jul","tue",89,7,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,0
50,"management","married","university.degree","no","yes","no","cellular","jul","tue",98,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
43,"admin.","single","high.school","no","yes","no","cellular","jul","fri",71,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
39,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",195,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
48,"entrepreneur","married","basic.9y","unknown","yes","no","telephone","may","tue",201,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
48,"housemaid","married","high.school","no","no","no","telephone","jun","tue",87,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
43,"services","divorced","professional.course","no","no","no","cellular","may","fri",196,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
31,"admin.","single","university.degree","unknown","no","yes","cellular","aug","thu",103,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
33,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed",804,2,9,1,"success",-1.8,92.893,-46.2,1.334,5099.1,0
26,"unemployed","single","university.degree","no","yes","no","cellular","apr","thu",618,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,1
31,"technician","married","high.school","no","no","no","cellular","nov","thu",149,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
43,"admin.","married","unknown","no","no","no","telephone","may","mon",277,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
39,"blue-collar","married","basic.6y","no","no","no","cellular","jul","thu",298,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
42,"services","single","high.school","no","no","no","cellular","apr","fri",544,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
29,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",88,1,999,2,"failure",-1.7,94.215,-40.3,0.835,4991.6,0
31,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",198,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",368,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
57,"housemaid","married","basic.9y","unknown","yes","no","cellular","aug","mon",164,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
27,"admin.","single","high.school","no","yes","no","cellular","jul","thu",340,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
31,"student","single","high.school","no","yes","yes","cellular","nov","tue",107,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
45,"housemaid","married","professional.course","unknown","no","no","telephone","may","mon",166,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
26,"student","single","university.degree","unknown","no","yes","cellular","jul","fri",226,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
33,"technician","married","university.degree","no","unknown","unknown","telephone","jul","fri",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
34,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",136,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
38,"services","single","high.school","unknown","no","no","telephone","may","mon",357,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
35,"self-employed","married","university.degree","no","no","yes","telephone","may","thu",188,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
46,"services","married","high.school","no","no","no","telephone","jul","wed",83,3,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,0
36,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",95,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
58,"services","married","high.school","no","no","no","cellular","jul","fri",134,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
34,"technician","single","university.degree","no","yes","no","cellular","nov","tue",82,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
37,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",305,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
33,"admin.","single","university.degree","no","no","no","cellular","jul","mon",546,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
36,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","wed",297,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
37,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",1085,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,1
27,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","wed",211,11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
45,"management","married","university.degree","no","no","yes","telephone","jul","thu",171,2,999,1,"failure",-1.7,94.215,-40.3,0.884,4991.6,0
40,"blue-collar","married","basic.6y","no","yes","no","telephone","may","tue",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
43,"management","divorced","university.degree","no","yes","no","cellular","jul","tue",76,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",115,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
31,"blue-collar","single","professional.course","no","yes","no","cellular","may","thu",60,5,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
45,"technician","single","professional.course","no","no","no","cellular","apr","thu",370,3,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
50,"management","married","high.school","unknown","no","yes","telephone","may","fri",223,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
38,"admin.","single","university.degree","no","yes","no","telephone","may","fri",186,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
30,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",623,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
54,"retired","divorced","university.degree","no","yes","yes","cellular","may","fri",261,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
57,"retired","married","basic.4y","unknown","yes","no","cellular","aug","wed",78,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
50,"admin.","married","professional.course","no","no","no","cellular","jul","tue",1001,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
29,"services","married","high.school","no","yes","no","cellular","may","tue",172,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
52,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","wed",121,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
51,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",140,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
42,"blue-collar","married","basic.6y","unknown","no","yes","cellular","may","wed",29,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
37,"technician","married","university.degree","no","yes","no","cellular","aug","mon",121,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
38,"services","divorced","high.school","no","no","no","telephone","may","mon",398,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",1222,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,1
39,"self-employed","married","basic.4y","unknown","yes","no","telephone","jun","mon",164,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
42,"admin.","married","unknown","no","no","no","cellular","apr","fri",42,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
41,"management","married","basic.6y","no","no","yes","telephone","jun","tue",271,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
56,"retired","married","high.school","unknown","no","no","telephone","may","wed",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
27,"admin.","married","professional.course","no","no","no","cellular","may","thu",466,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
30,"blue-collar","married","high.school","no","yes","no","cellular","aug","fri",765,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
37,"services","married","high.school","unknown","yes","no","telephone","jun","tue",132,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
58,"management","unknown","university.degree","no","no","no","telephone","jun","wed",16,9,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
46,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","mon",626,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
33,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",125,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
47,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu",136,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
28,"admin.","single","university.degree","no","no","no","cellular","aug","fri",262,1,4,2,"success",-2.9,92.201,-31.4,0.881,5076.2,1
44,"blue-collar","married","basic.6y","no","yes","yes","cellular","aug","tue",222,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
36,"blue-collar","single","basic.9y","no","no","no","telephone","jun","fri",43,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
80,"retired","divorced","basic.4y","no","no","no","cellular","oct","tue",96,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.744,5017.5,0
30,"self-employed","married","university.degree","no","yes","no","telephone","mar","mon",577,7,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,1
28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",803,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
48,"blue-collar","married","high.school","no","no","no","cellular","may","tue",252,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
58,"retired","married","basic.4y","no","no","no","cellular","aug","tue",556,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
42,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","thu",16,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
31,"admin.","married","high.school","no","yes","no","cellular","may","fri",364,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
34,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","tue",87,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
24,"student","single","high.school","no","no","yes","cellular","apr","thu",157,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
32,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",122,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
23,"student","single","high.school","no","no","no","cellular","oct","wed",409,1,3,1,"success",-1.1,94.601,-49.5,1.043,4963.6,0
31,"services","married","basic.6y","no","no","no","telephone","may","thu",2087,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,1
23,"services","single","high.school","no","yes","yes","cellular","jul","mon",129,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
47,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",208,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
33,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,1
49,"admin.","single","high.school","no","no","no","telephone","may","tue",363,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
41,"admin.","single","high.school","no","no","no","cellular","nov","mon",131,2,999,1,"failure",-3.4,92.649,-30.1,0.722,5017.5,0
36,"blue-collar","married","basic.9y","no","no","no","cellular","jun","mon",86,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.281,5076.2,0
26,"services","single","high.school","unknown","yes","no","cellular","jul","fri",34,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
44,"admin.","married","professional.course","no","no","no","cellular","nov","mon",200,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,0
56,"management","divorced","university.degree","no","no","no","cellular","may","fri",166,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
57,"blue-collar","married","high.school","no","yes","no","cellular","apr","tue",355,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
30,"management","single","university.degree","no","no","yes","telephone","may","wed",691,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
32,"technician","married","professional.course","unknown","yes","no","cellular","aug","fri",107,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
31,"management","married","university.degree","no","yes","yes","cellular","aug","wed",649,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,1
